Date,Q
2/06/81,18.9558
3/06/81,4.32535
4/06/81,3.84453
5/06/81,2.80244
6/06/81,2.91218
7/06/81,2.30167
8/06/81,1.79493
9/06/81,1.87094
10/06/81,1.63864
11/06/81,19.3389
12/06/81,8.68608
13/06/81,4.44918
14/06/81,5.26466
15/06/81,8.13595
16/06/81,4.22211
17/06/81,3.26221
18/06/81,2.65684
19/06/81,3.66009
20/06/81,3.08763
21/06/81,2.47663
22/06/81,10.6787
23/06/81,105.377
24/06/81,92.7159
25/06/81,161.901
26/06/81,299.86
27/06/81,509.327
28/06/81,96.8194
29/06/81,31.3925
30/06/81,17.8077
1/07/81,11.1354
2/07/81,45.269
3/07/81,380.103
4/07/81,514.779
5/07/81,153.578
6/07/81,74.4169
7/07/81,79.1236
8/07/81,33.9967
9/07/81,21.7126
10/07/81,15.388
11/07/81,25.0398
12/07/81,52.4726
13/07/81,112.094
14/07/81,41.9021
15/07/81,21.1137
16/07/81,13.5056
17/07/81,9.51983
18/07/81,7.48983
19/07/81,6.25588
20/07/81,5.36645
21/07/81,7.26711
22/07/81,106.465
23/07/81,149.095
24/07/81,75.5972
25/07/81,106.059
26/07/81,50.1787
27/07/81,97.3182
28/07/81,32.567
29/07/81,34.3853
30/07/81,19.4642
31/07/81,13.9557
1/08/81,10.6607
2/08/81,14.3228
3/08/81,27.0529
4/08/81,218.016
5/08/81,50.6108
6/08/81,26.6971
7/08/81,16.2159
8/08/81,60.3026
9/08/81,235.99
10/08/81,58.261
11/08/81,33.6458
12/08/81,30.1165
13/08/81,56.2803
14/08/81,166.379
15/08/81,144.681
16/08/81,44.3033
17/08/81,25.7471
18/08/81,108.796
19/08/81,63.3128
20/08/81,47.9486
21/08/81,107.178
22/08/81,38.2684
23/08/81,71.7373
24/08/81,28.2472
25/08/81,19.5753
26/08/81,14.4846
27/08/81,11.5542
28/08/81,10.0204
29/08/81,8.87226
30/08/81,13.7805
31/08/81,121.008
1/09/81,37.0446
2/09/81,38.7759
3/09/81,21.7233
4/09/81,15.3056
5/09/81,11.9321
6/09/81,9.50475
7/09/81,7.83435
8/09/81,6.69407
9/09/81,5.3563
10/09/81,4.87345
11/09/81,4.24879
12/09/81,3.82655
13/09/81,3.69576
14/09/81,3.6279
15/09/81,3.45216
16/09/81,2.96438
17/09/81,2.65133
18/09/81,2.42846
19/09/81,2.29025
20/09/81,2.41634
21/09/81,2.35277
22/09/81,2.06109
23/09/81,2.14652
24/09/81,3.73578
25/09/81,5.39661
26/09/81,3.37125
27/09/81,11.7778
28/09/81,39.788
29/09/81,10.8051
30/09/81,5.59062
1/10/81,3.88397
2/10/81,3.08299
3/10/81,5.03469
4/10/81,5.30294
5/10/81,4.85112
6/10/81,3.09227
7/10/81,2.39508
8/10/81,2.14919
9/10/81,2.02252
10/10/81,1.91275
11/10/81,1.85826
12/10/81,1.80925
13/10/81,1.81305
14/10/81,1.78164
15/10/81,1.59346
16/10/81,1.72011
17/10/81,1.65779
18/10/81,1.66202
19/10/81,1.45377
20/10/81,1.28102
21/10/81,1.71457
22/10/81,2.19339
23/10/81,1.86163
24/10/81,1.70456
25/10/81,1.57041
26/10/81,1.39792
27/10/81,1.18659
28/10/81,1.76732
29/10/81,1.90112
30/10/81,1.42941
31/10/81,1.26687
1/11/81,1.18726
2/11/81,1.10345
3/11/81,1.07546
4/11/81,1.01639
