"Date","Decade","Station","Flow","Rain","MaxT","gridRain"
1975-10-01,"70_80","COTT",12.1253,49.8,116.5,48.7608318924904
1975-10-08,"70_80","COTT",12.8373,3,125.1,0.65378118888475
1975-10-15,"70_80","COTT",17.0535,64.4,122,55.9880304336548
1975-10-22,"70_80","COTT",14.1421,29.8,119.2,26.0671846866608
1975-10-29,"70_80","COTT",63.1613307692308,147.6,127.6,115.852457523346
1975-11-05,"70_80","COTT",36.2884,17.8,146,26.2578282356262
1975-11-12,"70_80","COTT",19.6997,10.2,142.4,11.7389943599701
1975-11-19,"70_80","COTT",12.1068,5.6,162.4,8.13127636909485
1975-11-26,"70_80","COTT",8.4586,2,187.3,1.24380786716938
1975-12-03,"70_80","COTT",6.45273076923077,0,202,0
1975-12-10,"70_80","COTT",5.7165,15.8,192.9,16.4549578428268
1975-12-17,"70_80","COTT",4.27726,3.6,221.1,2.37955850362778
1975-12-24,"70_80","COTT",3.95806,2.6,168.8,8.22113198041916
1975-12-31,"70_80","COTT",4.78438,58.4,165.4,55.807258605957
1976-01-07,"70_80","COTT",0.857830769230769,5.8,25.2,0.190520763397217
1976-01-08,"70_80","COTT",4.19754846153846,21,200.6,23.7765159606934
1976-01-15,"70_80","COTT",4.43540153846154,23.6,158.4,23.442241564393
1976-01-22,"70_80","COTT",3.62272,9.6,185.9,9.90117204189301
1976-01-29,"70_80","COTT",7.17362076923077,56.6,160.3,51.5712920427322
1976-02-05,"70_80","COTT",3.47906,6.8,188.9,6.49569392204285
1976-02-12,"70_80","COTT",3.66466,24.4,167.3,18.1488680839539
1976-02-19,"70_80","COTT",3.86839,8.1,190.1,20.7628214359283
1976-02-26,"70_80","COTT",3.50659769230769,48.2,171.3,30.2591155171394
1976-03-04,"70_80","COTT",3.79981,62.8,172.3,29.8916277885437
1976-03-11,"70_80","COTT",3.88278,4.2,162.5,6.14472675323486
1976-03-18,"70_80","COTT",2.92443,0,169.7,0
1976-03-25,"70_80","COTT",2.5477,0,171.9,1.65744757652283
1976-04-01,"70_80","COTT",4.88578,53.2,149.7,44.1596641540527
1976-04-08,"70_80","COTT",4.90845153846154,55.4,161,44.0067990794778
1976-04-15,"70_80","COTT",4.59191,8.2,138.4,8.8743581622839
1976-04-22,"70_80","COTT",3.9626,7.8,153,3.68890583515167
1976-04-29,"70_80","COTT",3.30946,6.4,129.7,6.4326868057251
1976-05-06,"70_80","COTT",3.03508,3,124.5,4.85296148061752
1976-05-13,"70_80","COTT",2.77057,0,115.4,0
1976-05-20,"70_80","COTT",2.9628,9.4,115.3,12.5368701219559
1976-05-27,"70_80","COTT",2.7321,2.4,112,4.26159313321114
1976-06-03,"70_80","COTT",2.40123,5,110.2,6.28883075714111
1976-06-10,"70_80","COTT",2.49471,2.8,92.5,4.96450740098953
1976-06-17,"70_80","COTT",2.37106,2.6,93.7,3.23394201975316
1976-06-24,"70_80","COTT",2.43066,1.4,87,2.58339495956898
1976-07-01,"70_80","COTT",2.82714,25.1,94.2,23.1944118738174
1976-07-08,"70_80","COTT",2.7642,12.6,81.4,7.61330032348633
1976-07-15,"70_80","COTT",2.51077,0.1,83,5.97870051860809
1976-07-22,"70_80","COTT",2.34644,0,90.2,0.503273069858551
1976-07-29,"70_80","COTT",2.30648,9.2,104.9,6.24166142940521
1976-08-05,"70_80","COTT",3.1062,50.4,74.7,37.5376691818237
1976-08-12,"70_80","COTT",3.61499,23.4,82.9,17.4681811332703
1976-08-19,"70_80","COTT",3.14357,5.8,91.2,5.6607126891613
1976-08-26,"70_80","COTT",3.66908769230769,20.6,110.2,18.3014705181122
1976-09-02,"70_80","COTT",4.11759,13.8,100.5,11.1111388206482
1976-09-09,"70_80","COTT",6.63496923076923,33.4,109.3,31.2790717482567
1976-09-16,"70_80","COTT",7.13190769230769,37,91.1,28.898934841156
1976-09-23,"70_80","COTT",6.761,30.2,121.7,30.5308383703232
1976-09-30,"70_80","COTT",7.83968461538462,2.8,116.7,6.11333155632019
1976-10-07,"70_80","COTT",10.7377923076923,78,135.1,77.0115841627121
1976-10-14,"70_80","COTT",15.6906,16.4,107,10.7236638069153
1976-10-21,"70_80","COTT",61.5324153846154,131.8,104.8,130.547039031982
1976-10-28,"70_80","COTT",29.048,27.2,122.5,26.2190768718719
1976-11-04,"70_80","COTT",16.2365,29.4,136.3,17.2410290837288
1976-11-11,"70_80","COTT",12.1896,15.2,148.6,15.1498158015311
